id_dipendente,first_name,last_name,email,gender,salario,data assunzione,id_autonoleggio,id_manager,numero_di_telefono
140,Cherry,Stannus,cstannus3v@chicagotribune.com,Polygender,429693.71,10/1/2020,86.83,1386.15,1229250409
141,Cristobal,MacFarlane,cmacfarlane3w@springer.com,Female,49905.73,5/29/2020,50.84,3804.43,8116676164
142,Marja,Gatheridge,mgatheridge3x@blogger.com,Genderfluid,199697.44,11/5/2020,288.27,39235.23,0663251990
143,Geri,Bessent,gbessent3y@statcounter.com,Agender,463313.97,1/9/2021,473.94,28156.73,0890481458
144,Sandra,Tampin,stampin3z@discuz.net,Genderqueer,156842.88,4/8/2020,45.72,12156.46,4003425715
145,Gloriane,McCluin,gmccluin40@elegantthemes.com,Bigender,400393.92,3/21/2020,484.11,31597.99,3532574225
146,Tilly,Karle,tkarle41@opera.com,Bigender,51688.03,6/13/2020,126.32,28284.97,7677087175
147,Brig,Liveley,bliveley42@example.com,Agender,243823.18,12/6/2020,114.51,10752.34,4057523855
148,Tabitha,Conkay,tconkay43@google.pl,Non-binary,153623.92,9/29/2020,236.61,18907.16,7098152978
149,Kory,Koch,kkoch44@bing.com,Bigender,277294.81,3/7/2020,375.38,11061.63,9291220280
150,Editha,Gunda,egunda45@stanford.edu,Genderqueer,391664.06,5/26/2020,90.27,17984.55,5759701029
151,Neile,Ginity,nginity46@icio.us,Genderqueer,110207.44,3/22/2020,452.85,6570.86,2672437777
152,Ursulina,Semken,usemken47@wired.com,Male,29312.99,1/26/2021,283.12,27137.53,3388500754
153,Tobin,Dominey,tdominey48@ca.gov,Bigender,79505.49,11/28/2020,75.06,20457.09,6061588941
154,Elliott,Dineen,edineen49@indiegogo.com,Male,42648.67,4/4/2020,451.4,18711.34,2510091662
155,Laureen,Nerger,lnerger4a@chicagotribune.com,Non-binary,131781.57,11/3/2020,418.65,20254.6,4169831217
156,Karlen,Pinor,kpinor4b@nsw.gov.au,Female,309953.71,5/15/2020,284.08,2578.94,0165037148
157,Dolly,Gook,dgook4c@blogtalkradio.com,Male,317028.08,11/29/2020,458.06,47894.48,1159000891
158,Magdalene,Spellman,mspellman4d@ed.gov,Bigender,456603.97,3/26/2020,253.86,35586.37,5407174162
159,Gregorius,Shimmings,gshimmings4e@examiner.com,Polygender,454675.19,8/9/2020,438.77,14840.77,7513838542
160,Vonny,Offer,voffer4f@cloudflare.com,Non-binary,482457.59,10/19/2020,431.17,1668.74,1837211299
161,Jeralee,McArthur,jmcarthur4g@ox.ac.uk,Agender,387415.0,4/29/2020,21.5,7842.91,3292423163
162,Clerkclaude,Wipper,cwipper4h@accuweather.com,Agender,301378.02,7/30/2020,77.46,1099.42,3243441544
163,Bonita,Buney,bbuney4i@shop-pro.jp,Polygender,172786.94,12/21/2020,233.21,6115.64,1130880141
164,Aaron,Sparke,asparke4j@histats.com,Male,246911.15,5/20/2020,338.07,46968.18,2070050688
165,Loreen,Vaadeland,lvaadeland4k@bandcamp.com,Genderqueer,119568.34,8/10/2020,102.94,10551.32,8482826808
166,Martelle,MacArthur,mmacarthur4l@globo.com,Female,334349.12,1/16/2021,187.83,10831.32,4970482454
167,Leanor,Gingold,lgingold4m@i2i.jp,Genderfluid,36160.89,1/11/2021,139.57,9117.41,8556955940
168,Ivor,Jepp,ijepp4n@whitehouse.gov,Polygender,9503.28,10/24/2020,41.19,26137.73,2323166689
169,Luciana,Ferry,lferry4o@cpanel.net,Genderfluid,224021.34,4/18/2020,469.28,4943.05,5050653614
170,Kerry,Ferris,kferris4p@last.fm,Male,250025.78,11/5/2020,158.65,20896.73,0802822681
171,Beret,Chartman,bchartman4q@bizjournals.com,Agender,307133.67,12/31/2020,135.78,47263.79,8819644150
172,Broddy,Cleynman,bcleynman4r@hc360.com,Bigender,72054.11,6/19/2020,143.07,40280.14,9958454327
173,Morgana,Fergyson,mfergyson4s@uol.com.br,Non-binary,194598.54,12/19/2020,327.91,21137.02,3677793432
174,Caprice,MacClure,cmacclure4t@miibeian.gov.cn,Female,302277.31,6/11/2020,304.12,46700.22,3469400253
175,Beret,Mithon,bmithon4u@ed.gov,Bigender,24259.3,5/8/2020,422.25,29063.82,7704588605
176,Fae,Rowet,frowet4v@vk.com,Non-binary,366508.46,2/16/2020,374.94,18733.41,3231992567
177,Jillian,Pallant,jpallant4w@yandex.ru,Bigender,84041.39,4/11/2020,150.89,12417.42,8762189018
178,Brocky,McGooch,bmcgooch4x@chicagotribune.com,Bigender,237382.16,4/24/2020,303.79,25940.24,3043783824
179,Garrek,Mehaffey,gmehaffey4y@t-online.de,Bigender,459603.58,9/30/2020,293.8,20311.51,4226327217
180,Shaylyn,Rivel,srivel4z@homestead.com,Male,454633.21,9/18/2020,129.81,11646.08,8903859480
181,Hyatt,Sapsed,hsapsed50@linkedin.com,Male,143384.27,6/6/2020,283.73,34618.95,3496631937
182,Dorelle,Lesley,dlesley51@tmall.com,Bigender,213962.21,8/12/2020,294.32,36798.48,5227805067
183,Ginger,Pittet,gpittet52@jiathis.com,Agender,327182.17,12/5/2020,488.71,21576.73,4389509799
184,Ginevra,Mouth,gmouth53@zdnet.com,Male,163366.32,5/31/2020,46.02,29288.41,8234880926
185,Yves,O'Day,yoday54@chron.com,Genderqueer,2637.75,5/1/2020,320.05,11265.4,5277659471
186,Caritta,Almak,calmak55@marriott.com,Male,6664.88,9/15/2020,9.43,30891.72,3970141338
187,Amitie,Gingell,agingell56@usda.gov,Female,181955.31,10/21/2020,380.19,36703.8,6899032589
188,Sheffield,Websdale,swebsdale57@hubpages.com,Bigender,303836.01,9/2/2020,203.09,21018.25,2193819343
189,Morganne,Jedrychowski,mjedrychowski58@xrea.com,Genderfluid,344897.46,10/1/2020,75.62,7153.19,8859484162
190,Gillan,Beek,gbeek59@cisco.com,Genderqueer,408835.71,2/12/2020,20.48,21085.02,1219923400
191,Alisander,Bechley,abechley5a@slashdot.org,Agender,330009.6,6/18/2020,56.3,31598.74,7785095566
192,Judah,Spark,jspark5b@altervista.org,Genderfluid,186773.74,12/27/2020,49.14,28114.41,7033699875
193,Chloris,Brightie,cbrightie5c@dedecms.com,Polygender,210053.74,5/7/2020,459.83,23728.43,3024325336
194,Rosalie,Semens,rsemens5d@google.es,Agender,37686.65,1/11/2021,102.01,19647.81,2069228053
195,Ignatius,Slatter,islatter5e@discuz.net,Female,134967.76,11/20/2020,448.8,49770.08,7253677684
196,Cookie,O'Mannion,comannion5f@pen.io,Female,141164.08,8/21/2020,461.98,15635.59,6585903749
197,Brody,Treadaway,btreadaway5g@wiley.com,Bigender,10717.05,12/24/2020,283.39,19254.0,7966985806
198,Charley,Newnham,cnewnham5h@altervista.org,Polygender,260514.27,10/7/2020,169.4,5529.97,4479152547
199,Abagael,Dooland,adooland5i@auda.org.au,Non-binary,456810.44,9/11/2020,327.09,9429.77,1278151311
200,Alaster,Cartner,acartner5j@unesco.org,Agender,208916.9,11/2/2020,416.62,29470.19,0057454957
201,Kelila,Rangall,krangall5k@microsoft.com,Polygender,409805.49,10/21/2020,109.75,9490.52,6828611667
202,Chicky,Gracewood,cgracewood5l@wisc.edu,Bigender,462509.07,11/10/2020,127.06,27905.37,3989245988
203,Ferguson,Foskett,ffoskett5m@xing.com,Bigender,435196.05,4/4/2020,82.14,1124.36,8720927398
204,Gabrila,Szymanek,gszymanek5n@163.com,Male,243952.41,11/13/2020,197.71,28880.72,1719378525
205,Aundrea,Fairs,afairs5o@census.gov,Agender,169073.65,6/16/2020,84.77,2418.14,7938155209
206,Duffy,Culligan,dculligan5p@cnn.com,Bigender,51481.28,3/19/2020,298.31,5553.55,0959854592
207,Dunc,Nother,dnother5q@cam.ac.uk,Male,217777.36,10/8/2020,284.61,27608.17,2022447263
208,Boot,Hinstock,bhinstock5r@cpanel.net,Non-binary,390644.8,12/4/2020,260.37,9195.54,3242857178
209,Ulrich,Tryhorn,utryhorn5s@live.com,Bigender,84040.34,1/16/2021,355.16,32708.19,4676644248
210,Larisa,Corneck,lcorneck5t@icq.com,Bigender,308655.83,2/2/2021,138.15,46526.2,2262509409
211,Kelci,Flott,kflott5u@admin.ch,Female,392988.85,5/13/2020,278.42,3934.66,5579218133
212,Flin,Venes,fvenes5v@wordpress.org,Genderqueer,263514.47,7/10/2020,120.73,23464.22,4420385162
213,Jarrad,Licciardo,jlicciardo5w@google.co.jp,Female,100986.06,12/24/2020,54.49,37367.48,1970669780
214,Allard,Goble,agoble5x@squidoo.com,Agender,18529.59,3/6/2020,265.72,36875.06,7487217167
215,Gabriel,Fricker,gfricker5y@skype.com,Male,458984.14,7/25/2020,484.08,48235.43,6234499597
216,Jennica,Grigson,jgrigson5z@theatlantic.com,Agender,353897.56,7/31/2020,397.73,18989.0,2621057179
217,Lowrance,Weare,lweare60@1und1.de,Agender,377572.35,4/2/2020,426.9,11651.27,3393456040
218,Sollie,Risbrough,srisbrough61@statcounter.com,Male,499279.13,12/12/2020,222.19,31185.58,9663520795
219,Ernst,Parris,eparris62@buzzfeed.com,Genderfluid,358384.41,11/17/2020,372.48,2661.21,0382715268
220,Brana,Hubber,bhubber63@amazon.de,Polygender,351122.0,8/14/2020,49.43,1472.08,8483328690
221,Eli,Fletham,efletham64@wikispaces.com,Bigender,304625.39,2/29/2020,350.68,36560.58,7491214754
222,Gussy,Wythe,gwythe65@bizjournals.com,Agender,379684.56,4/20/2020,45.82,32813.14,6497887857
223,Bidget,Knoble,bknoble66@pinterest.com,Non-binary,354122.17,4/19/2020,45.42,45830.04,4240564484
224,Barney,Filyukov,bfilyukov67@fda.gov,Genderfluid,108077.05,11/6/2020,439.79,20019.95,7066088506
225,Evaleen,Sire,esire68@opera.com,Polygender,58534.17,10/1/2020,301.37,49749.81,0372121640
226,Theodor,Float,tfloat69@phpbb.com,Male,21499.45,7/4/2020,393.38,18858.16,8219067861
227,Dyanna,Kinkade,dkinkade6a@elegantthemes.com,Genderfluid,225249.08,4/1/2020,351.96,35878.89,4629645098
228,Jarid,Hargie,jhargie6b@deliciousdays.com,Non-binary,305614.18,7/29/2020,271.19,45395.69,6224339538
229,Bonita,French,bfrench6c@miitbeian.gov.cn,Male,140044.06,1/12/2021,22.6,3203.11,9330737951
230,Gigi,South,gsouth6d@fc2.com,Non-binary,232997.64,12/13/2020,397.93,47296.59,5386232738
231,Ernestus,McAleese,emcaleese6e@arizona.edu,Female,337806.02,5/5/2020,35.89,4250.5,1347447210
232,Rosabelle,Riccardi,rriccardi6f@taobao.com,Male,278044.47,12/17/2020,355.48,45001.36,7907960592
233,Traci,Krochmann,tkrochmann6g@taobao.com,Polygender,76862.36,2/28/2020,478.63,10394.24,8578312864
234,Reid,Silley,rsilley6h@topsy.com,Male,356239.11,7/30/2020,36.23,37308.28,3587818037
235,Kailey,Prince,kprince6i@earthlink.net,Polygender,10699.72,3/16/2020,137.94,28019.08,5180895464
236,Dalila,Bessell,dbessell6j@home.pl,Male,180182.27,5/13/2020,321.7,41859.96,4983489363
237,Hedvig,Summerell,hsummerell6k@parallels.com,Bigender,478368.27,4/7/2020,325.07,33874.07,6212826005
238,Beaufort,Duignan,bduignan6l@mapy.cz,Genderfluid,321623.73,1/10/2021,393.7,22633.76,9618361446
239,Gale,Nuzzti,gnuzzti6m@cpanel.net,Non-binary,397309.75,4/19/2020,380.4,28007.39,5294569000
240,Ario,Common,acommon6n@bbc.co.uk,Genderfluid,174993.22,7/31/2020,265.93,38335.41,4592261194
241,Antony,Chang,achang6o@multiply.com,Male,186210.84,2/22/2020,313.65,46728.41,0508510236
242,Alyson,Bridal,abridal6p@technorati.com,Genderqueer,88251.49,1/14/2021,484.45,3034.72,1566017491
243,Virge,Tickner,vtickner6q@deliciousdays.com,Genderfluid,344928.14,5/19/2020,456.75,47598.9,6795294935
244,Malinde,Chamberlin,mchamberlin6r@apache.org,Polygender,401303.56,4/24/2020,300.04,43862.96,4898434312
