id_dipendente,first_name,last_name,email,gender,salario,data assunzione,id_autonoleggio,id_manager,numero_di_telefono
40,Jarad,Scampion,jscampion13@oaic.gov.au,Non-binary,289239.1,12/19/2020,319.08,45568.48,2640902857
41,Jorge,Hamerton,jhamerton14@theguardian.com,Male,366252.2,2/10/2020,361.43,14272.97,5923000202
42,Suzanne,Gentry,sgentry15@omniture.com,Genderfluid,362224.11,1/28/2021,164.28,31081.94,8352997564
43,Daria,Bonallack,dbonallack16@nationalgeographic.com,Female,329759.92,5/17/2020,114.63,40439.21,7168913697
44,Arty,Orum,aorum17@webnode.com,Female,84711.43,5/25/2020,131.14,32276.75,6979798243
45,Bill,Shurman,bshurman18@google.cn,Genderqueer,371640.72,12/8/2020,455.58,40971.28,6467579127
46,Giselle,Beadnell,gbeadnell19@house.gov,Agender,265708.02,3/7/2020,470.28,12144.46,0820028991
47,Brice,Bewshaw,bbewshaw1a@prlog.org,Non-binary,478323.33,12/31/2020,496.48,22301.01,2555544356
48,Ashby,Partridge,apartridge1b@cafepress.com,Polygender,130646.11,2/2/2021,68.98,38343.53,5020253677
49,Cece,Puig,cpuig1c@sfgate.com,Bigender,116443.65,4/17/2020,93.09,23656.23,9418889234
50,Florie,Winton,fwinton1d@amazon.com,Non-binary,141493.13,5/25/2020,181.59,40383.33,4684682390
51,Pippy,Klas,pklas1e@buzzfeed.com,Female,390949.57,4/6/2020,400.09,33067.17,8106347893
52,Fernande,Eastmead,feastmead1f@hatena.ne.jp,Bigender,20495.38,9/18/2020,330.41,2480.35,8598978078
53,Heida,Antonich,hantonich1g@cnet.com,Polygender,228843.98,2/3/2021,76.71,43998.97,9859683387
54,Gayler,Marusyak,gmarusyak1h@indiegogo.com,Bigender,270307.05,11/14/2020,414.28,30754.08,3601409399
55,Boothe,Entreis,bentreis1i@mozilla.org,Bigender,30231.38,9/6/2020,167.54,31395.22,1270778927
56,Jarred,Swin,jswin1j@auda.org.au,Bigender,466845.32,10/30/2020,89.4,23861.82,7152906505
57,Cathyleen,Leivers,cleivers1k@mapy.cz,Bigender,106879.88,3/17/2020,252.86,22373.2,8176672882
58,Christy,MacGraith,cmacgraith1l@wired.com,Bigender,253207.02,10/10/2020,406.24,42353.14,8159440596
59,Raymund,Rouchy,rrouchy1m@answers.com,Non-binary,108965.15,3/24/2020,69.99,258.7,7672557920
60,Lauritz,McMennum,lmcmennum1n@zimbio.com,Female,65788.7,2/27/2020,401.91,29844.13,1494843986
61,Cyndy,Piatkow,cpiatkow1o@desdev.cn,Polygender,173972.11,7/8/2020,64.29,9511.84,1183045387
62,Jeremie,Thatcham,jthatcham1p@wikispaces.com,Male,362345.05,5/22/2020,265.39,15626.68,5727487358
63,Kellen,Strethill,kstrethill1q@newsvine.com,Female,132865.52,5/17/2020,402.48,47540.3,2553761759
64,Marga,Tolotti,mtolotti1r@arizona.edu,Female,325720.89,12/29/2020,451.44,30176.32,9878230538
65,Lorilee,Dyson,ldyson1s@mtv.com,Male,447552.21,12/2/2020,217.02,4599.66,6096589251
66,Darin,Chadney,dchadney1t@delicious.com,Non-binary,31732.23,11/10/2020,295.53,6083.97,0155753118
67,Timothea,Le land,tleland1u@ed.gov,Genderfluid,253645.89,1/8/2021,81.9,11030.43,0510377416
68,Flss,Pagelsen,fpagelsen1v@meetup.com,Genderqueer,29196.0,8/30/2020,287.06,9552.36,2823027688
69,Glenden,Beggini,gbeggini1w@list-manage.com,Agender,474368.53,5/22/2020,9.83,7713.88,4338034564
70,Jennee,Buzzing,jbuzzing1x@gravatar.com,Genderfluid,475678.06,8/15/2020,227.65,35298.88,1540351203
71,Aldous,Kennington,akennington1y@ftc.gov,Agender,468905.37,10/11/2020,225.42,5079.5,3701550247
72,Steffen,Rougier,srougier1z@geocities.jp,Bigender,183588.77,10/7/2020,59.79,11556.62,2433192730
73,Sasha,Marham,smarham20@meetup.com,Bigender,7717.69,9/2/2020,414.49,36160.08,2276624515
74,Ynes,Hobble,yhobble21@livejournal.com,Male,498031.64,4/20/2020,65.34,12212.82,6502973981
75,Augy,Binner,abinner22@ask.com,Bigender,43489.81,11/27/2020,152.01,42576.87,9609505902
76,Daron,Kalinovich,dkalinovich23@bluehost.com,Non-binary,431002.9,2/21/2020,297.86,8486.83,6788492417
77,Midge,Welbeck,mwelbeck24@foxnews.com,Female,76540.38,10/29/2020,58.28,1748.58,7765303708
78,Pippa,Coyte,pcoyte25@bloomberg.com,Female,147842.35,2/19/2020,223.42,24278.99,4289310524
79,Madelene,Hayton,mhayton26@mozilla.org,Bigender,415373.58,6/22/2020,208.66,7997.79,8633172046
80,Cheri,Hopkins,chopkins27@google.com.au,Genderfluid,425698.3,9/29/2020,95.38,307.74,6827229408
81,Shannah,Bakeup,sbakeup28@seesaa.net,Non-binary,211355.32,9/25/2020,154.33,48896.88,5630659227
82,Xaviera,McKibbin,xmckibbin29@usnews.com,Non-binary,457922.52,9/15/2020,353.48,43059.48,8514191586
83,Aubert,Selby,aselby2a@t-online.de,Male,29314.19,12/1/2020,430.49,31824.51,4852815615
84,Roarke,McCome,rmccome2b@tiny.cc,Male,164926.99,3/19/2020,245.38,42019.16,3617376835
85,Ron,Aloshkin,raloshkin2c@mtv.com,Male,17765.25,11/8/2020,464.8,24064.54,9451616357
86,Dorolisa,Muffen,dmuffen2d@phoca.cz,Non-binary,492494.75,2/4/2021,32.8,6741.66,6005842838
87,Charil,Stennings,cstennings2e@yellowpages.com,Bigender,118296.95,11/9/2020,286.2,33514.44,8625161286
88,Cornela,Greiser,cgreiser2f@linkedin.com,Female,162605.59,5/28/2020,98.91,17665.17,7888806740
89,Vyky,Killingbeck,vkillingbeck2g@hubpages.com,Female,249720.53,1/2/2021,344.68,12823.11,1575044412
90,Hollyanne,Aggott,haggott2h@merriam-webster.com,Genderfluid,237956.31,3/20/2020,348.13,24437.73,9416059919
91,Grove,Speed,gspeed2i@live.com,Polygender,374886.74,7/25/2020,385.2,27.75,4349737731
92,Dre,Whitbread,dwhitbread2j@istockphoto.com,Male,457335.7,9/26/2020,458.89,2703.64,4242528965
93,Perkin,Jopson,pjopson2k@free.fr,Non-binary,245086.51,10/13/2020,268.53,16680.54,7372515173
94,Freddi,Odby,fodby2l@infoseek.co.jp,Genderfluid,412678.39,12/4/2020,396.67,19735.01,0024347043
95,Ronni,Sinkinson,rsinkinson2m@cnn.com,Genderqueer,181381.26,3/5/2020,22.57,42490.65,9801750073
96,Angela,Crich,acrich2n@desdev.cn,Genderqueer,348859.98,9/11/2020,41.44,44618.93,7297482838
97,Mathilda,Cowland,mcowland2o@godaddy.com,Bigender,217971.67,11/6/2020,166.6,25540.61,0534009891
98,Wadsworth,Gooddie,wgooddie2p@edublogs.org,Female,383648.07,5/5/2020,482.09,44204.11,2386293920
99,Charlena,Adamsky,cadamsky2q@tamu.edu,Polygender,82209.04,9/10/2020,437.6,16821.53,7694778709
100,Nadean,Londing,nlonding2r@squarespace.com,Bigender,295431.27,6/19/2020,314.77,46439.13,3883236969
101,Barrett,Showen,bshowen2s@w3.org,Non-binary,10200.97,11/9/2020,190.03,7418.93,5246333906
102,Burch,Guidotti,bguidotti2t@moonfruit.com,Female,295551.88,4/16/2020,92.19,49223.7,9559086510
103,Zoe,Minmagh,zminmagh2u@taobao.com,Non-binary,99463.64,12/26/2020,254.38,40915.27,6730812338
104,Dniren,Netherclift,dnetherclift2v@ow.ly,Agender,277892.6,2/10/2020,218.54,34548.03,9200771947
105,Sheri,Haselhurst,shaselhurst2w@multiply.com,Agender,253896.37,6/11/2020,439.46,27903.97,5676505389
106,Donall,Greenleaf,dgreenleaf2x@mlb.com,Genderqueer,139026.93,3/17/2020,477.3,6109.7,2009384768
107,Lacey,Hartigan,lhartigan2y@devhub.com,Male,388574.81,8/9/2020,499.33,39592.88,0196253322
108,Fawnia,Cane,fcane2z@umich.edu,Polygender,364705.0,1/20/2021,268.62,39385.32,5731343020
109,Tilly,Dracksford,tdracksford30@bing.com,Female,373509.02,1/4/2021,1.75,31121.33,9587069420
110,Cornie,MacGraith,cmacgraith31@paypal.com,Genderfluid,47840.77,11/29/2020,1.98,19006.51,6301175204
111,Llewellyn,Dobbing,ldobbing32@hatena.ne.jp,Genderfluid,176984.01,6/18/2020,237.69,38257.31,5191611411
112,Drud,Sheldrake,dsheldrake33@slideshare.net,Female,463401.1,8/22/2020,157.33,32688.61,1730139280
113,Alfi,Roseman,aroseman34@live.com,Polygender,496206.05,8/10/2020,2.99,16741.16,6210016456
114,Olivero,Wildman,owildman35@histats.com,Polygender,457384.07,12/2/2020,372.96,46881.45,6718708631
115,Dela,Woodroof,dwoodroof36@soup.io,Genderqueer,237404.53,1/6/2021,16.91,3048.39,8380326903
116,Alayne,Furst,afurst37@gov.uk,Genderfluid,486012.0,12/18/2020,26.92,20258.71,0515325635
117,Oralia,Kelshaw,okelshaw38@stanford.edu,Non-binary,489943.0,7/22/2020,188.51,37843.78,8542745981
118,Alvan,Regnard,aregnard39@cbsnews.com,Female,207092.5,1/19/2021,117.84,41623.86,1896941478
119,Kathrine,McVitie,kmcvitie3a@jigsy.com,Genderfluid,234235.7,6/24/2020,99.55,13852.0,6945729362
120,Crissy,Taverner,ctaverner3b@hexun.com,Agender,304012.38,7/10/2020,370.44,17330.0,7727449733
121,Maridel,Kellick,mkellick3c@example.com,Non-binary,264364.88,6/19/2020,329.21,17662.04,5462524692
122,Rosalia,Saynor,rsaynor3d@cyberchimps.com,Agender,279086.79,11/11/2020,243.67,35699.19,1651284229
123,Simeon,Rickett,srickett3e@mediafire.com,Agender,115558.07,9/7/2020,193.02,3249.29,2564504914
124,Charmane,Clemon,cclemon3f@livejournal.com,Genderfluid,382285.42,9/2/2020,68.22,20741.2,8557539754
125,Henrieta,Hurring,hhurring3g@icq.com,Non-binary,227766.19,9/21/2020,251.32,6137.26,6151277546
126,Darren,Schellig,dschellig3h@google.ru,Non-binary,191441.0,3/12/2020,123.49,36737.84,9725948564
127,Caprice,Rapkins,crapkins3i@who.int,Male,220413.87,8/11/2020,84.69,25927.02,0101891636
128,Ardra,McGroarty,amcgroarty3j@unblog.fr,Female,56116.58,11/19/2020,54.66,28233.89,1032560061
129,Milt,Krzyzanowski,mkrzyzanowski3k@house.gov,Polygender,177654.98,6/12/2020,46.14,15789.56,4964467430
130,Babbie,Gearty,bgearty3l@nba.com,Female,446341.47,6/22/2020,165.21,49717.79,1378776380
131,Zebulen,Dzeniskevich,zdzeniskevich3m@elegantthemes.com,Polygender,360766.15,10/12/2020,317.06,45424.76,7470864601
132,Stacia,Eeles,seeles3n@comcast.net,Genderfluid,236611.25,10/31/2020,488.99,3800.24,9256167654
133,Lyn,Morhall,lmorhall3o@forbes.com,Agender,340080.76,6/2/2020,172.25,31628.03,9461653875
134,Lewie,Gouley,lgouley3p@ox.ac.uk,Female,26588.8,1/11/2021,44.45,24146.73,3435564423
135,Royal,Gouldeby,rgouldeby3q@seattletimes.com,Bigender,310593.82,10/30/2020,140.36,29151.43,2486648763
136,Torrey,Graffham,tgraffham3r@msu.edu,Female,83037.38,4/1/2020,447.17,31336.31,5643464756
137,Robinetta,Kynoch,rkynoch3s@livejournal.com,Agender,186968.47,5/5/2020,338.49,15584.91,3859456628
138,Lorry,Clacson,lclacson3t@tuttocitta.it,Genderfluid,483345.94,5/6/2020,289.79,38994.31,9948324358
139,Luciano,Britcher,lbritcher3u@mit.edu,Genderfluid,310176.57,6/2/2020,245.59,18737.71,7394526518
140,Charil,Bracco,cbracco3v@theatlantic.com,Agender,356468.88,12/2/2020,131.16,6965.61,9253234814
141,Ivory,Skeldinge,iskeldinge3w@ning.com,Polygender,404932.2,3/11/2020,489.12,20807.75,9853351218
142,Nani,Moscrop,nmoscrop3x@privacy.gov.au,Female,14631.79,12/15/2020,269.08,47541.19,2329858922
143,Louisa,Mauger,lmauger3y@nhs.uk,Genderqueer,91422.73,2/9/2020,490.0,30168.03,5238341784
144,Madlen,Dickens,mdickens3z@cisco.com,Genderfluid,54409.13,6/8/2020,95.48,27850.03,1746718730
145,Marigold,Stendall,mstendall40@1und1.de,Agender,63721.96,1/8/2021,127.52,28555.21,0538749008
146,Merell,Drohan,mdrohan41@ft.com,Genderqueer,219606.59,10/21/2020,288.29,2851.83,7561811713
147,Dora,Pettus,dpettus42@ucoz.com,Female,356445.74,7/29/2020,434.12,41960.92,0609342576
148,Jo ann,Huscroft,jhuscroft43@nifty.com,Genderfluid,389421.92,3/11/2020,487.69,34899.15,1465142312
149,Sisile,Endacott,sendacott44@biglobe.ne.jp,Non-binary,291684.03,4/19/2020,273.67,34217.22,9767476806
150,Edgardo,Gazzard,egazzard45@psu.edu,Polygender,239191.58,10/18/2020,447.63,42865.21,0190406666
151,Roman,Ness,rness46@nifty.com,Agender,26329.77,1/14/2021,219.86,21021.7,7523540910
152,Dolores,Labbett,dlabbett47@dmoz.org,Female,462667.17,5/21/2020,90.12,26665.1,8735740884
153,Collie,Beadnell,cbeadnell48@e-recht24.de,Male,304481.55,4/18/2020,100.69,38718.52,4818828521
154,Charmaine,Syers,csyers49@miitbeian.gov.cn,Bigender,163377.96,9/19/2020,378.72,5346.41,4955217486
155,Lynn,Pothbury,lpothbury4a@about.me,Female,147473.81,1/8/2021,478.25,27455.91,5777032281
156,Adriane,Botterill,abotterill4b@networkadvertising.org,Bigender,335992.79,8/13/2020,208.53,9681.03,0884396193
157,Burtie,Brager,bbrager4c@utexas.edu,Bigender,62126.03,8/11/2020,490.16,40441.49,2270287002
158,Margit,Alday,malday4d@plala.or.jp,Agender,72459.63,4/5/2020,429.65,29150.19,3570761339
159,Evvy,Colquitt,ecolquitt4e@is.gd,Genderqueer,73794.71,5/28/2020,286.23,48826.63,7815065651
160,Vale,Jory,vjory4f@zimbio.com,Male,171161.77,6/14/2020,374.62,10831.05,6966343706
161,Sydney,Whissell,swhissell4g@home.pl,Male,159271.64,4/3/2020,456.95,43520.29,7880283102
162,Vivianna,Fetherstone,vfetherstone4h@360.cn,Genderfluid,206159.06,12/22/2020,197.42,48938.15,1340719282
163,Lorilee,Gilchriest,lgilchriest4i@bravesites.com,Genderqueer,254953.41,12/25/2020,116.96,13571.93,8783225331
164,Dolorita,Dexter,ddexter4j@hhs.gov,Female,292767.6,12/1/2020,125.42,44626.33,7724318883
165,Reg,Hackin,rhackin4k@va.gov,Bigender,309677.67,8/30/2020,408.29,21219.28,9787926300
166,Jackie,Danett,jdanett4l@vimeo.com,Male,192345.66,4/19/2020,87.05,15286.97,9124240737
167,Thekla,Perkinson,tperkinson4m@smh.com.au,Polygender,66128.15,11/11/2020,285.49,2627.44,6266318075
168,Jourdan,Olyet,jolyet4n@xrea.com,Polygender,141749.36,5/4/2020,288.51,20580.62,9699937475
169,Ferguson,Risbie,frisbie4o@vk.com,Genderqueer,237527.33,1/26/2021,15.37,22837.04,3814529898
170,Aloisia,Pigram,apigram4p@telegraph.co.uk,Polygender,276989.36,9/11/2020,398.7,31673.79,8299269687
171,Arleen,Canfield,acanfield4q@archive.org,Male,50914.94,3/3/2020,23.84,19427.9,5373004855
172,Marys,Gligorijevic,mgligorijevic4r@icq.com,Genderfluid,436746.78,12/4/2020,417.13,36033.29,9444082989
173,Marja,Enevoldsen,menevoldsen4s@tinypic.com,Genderqueer,401029.23,6/18/2020,65.82,24533.92,5123182225
174,Bibbye,D'Antuoni,bdantuoni4t@time.com,Polygender,385500.25,10/19/2020,17.04,13819.19,9159009144
175,Binni,Agglio,bagglio4u@msu.edu,Non-binary,339996.71,9/29/2020,447.97,39728.48,6423141142
176,Briney,Dabbes,bdabbes4v@skyrock.com,Female,368633.76,4/8/2020,248.91,18499.0,6529900934
177,Raphaela,Blaydon,rblaydon4w@webeden.co.uk,Genderqueer,254415.41,10/15/2020,194.53,9856.36,9482528778
178,Renault,Beggin,rbeggin4x@theatlantic.com,Agender,352503.27,8/15/2020,45.97,35642.66,8880122495
179,Mattie,Barttrum,mbarttrum4y@dot.gov,Genderqueer,55884.97,7/19/2020,76.45,25536.78,2083647556
180,Chester,McColgan,cmccolgan4z@auda.org.au,Bigender,137109.2,2/8/2021,429.13,965.0,5478625833
181,Richmond,Stratford,rstratford50@uiuc.edu,Non-binary,263803.05,4/3/2020,383.72,48231.78,6531207728
182,Bria,Shepcutt,bshepcutt51@phoca.cz,Agender,5870.34,9/9/2020,372.66,3318.17,7571536502
183,Leonanie,Illyes,lillyes52@google.com.au,Male,329785.66,5/8/2020,105.04,38601.58,7244089953
184,Gretta,Saffrin,gsaffrin53@harvard.edu,Agender,227093.15,9/19/2020,38.51,32813.74,4333144795
185,Carter,Smith,csmith54@huffingtonpost.com,Polygender,450345.0,4/20/2020,215.07,22255.32,9302159361
186,Tisha,Groundwator,tgroundwator55@eepurl.com,Bigender,484279.6,7/10/2020,66.06,19324.19,4154287265
187,Romain,Phelip,rphelip56@usgs.gov,Genderqueer,349308.78,6/24/2020,196.17,26425.28,6291824116
188,Norina,Finnemore,nfinnemore57@imdb.com,Bigender,5673.41,9/3/2020,216.72,8349.68,2879700442
189,Susette,Currum,scurrum58@t-online.de,Genderfluid,437978.91,12/11/2020,68.66,23026.23,6270260221
190,Dona,Cantos,dcantos59@wiley.com,Non-binary,330748.11,12/15/2020,152.17,27170.39,5214452640
191,Avie,McAlpin,amcalpin5a@google.com,Male,247088.08,1/29/2021,409.23,47112.94,9691961326
192,Cosme,Dilgarno,cdilgarno5b@devhub.com,Polygender,186398.68,5/23/2020,386.76,45819.36,1866070045
193,Adolphus,Goodwell,agoodwell5c@sourceforge.net,Non-binary,119362.18,9/20/2020,133.05,44564.52,0371618010
194,Geoffrey,Hathwood,ghathwood5d@china.com.cn,Female,96334.11,6/26/2020,48.97,17185.67,7802335027
195,Alasdair,McColgan,amccolgan5e@jalbum.net,Genderfluid,9017.3,5/19/2020,449.81,33559.32,7939584537
196,Renaldo,Phillins,rphillins5f@loc.gov,Female,106314.06,5/27/2020,341.41,28194.87,5241630791
197,Cyndi,Verbeek,cverbeek5g@miitbeian.gov.cn,Bigender,442425.65,4/9/2020,76.39,38103.99,2503669050
198,Nettie,Warbey,nwarbey5h@dell.com,Bigender,286180.15,9/30/2020,222.59,25179.16,3597779549
199,Georgeanna,Colleck,gcolleck5i@arstechnica.com,Female,352514.74,1/6/2021,93.12,24700.23,0801522455
200,Betsey,Tuminini,btuminini5j@ustream.tv,Bigender,257804.34,5/11/2020,319.14,33034.16,7160407024
201,Verina,Penquet,vpenquet5k@g.co,Male,102381.67,7/2/2020,471.42,22413.11,1929425228
202,Erny,Boyford,eboyford5l@purevolume.com,Agender,122506.93,8/13/2020,320.72,4295.87,9673676933
203,Bent,Waryk,bwaryk5m@va.gov,Genderfluid,185277.04,12/27/2020,387.24,819.54,7655928916
204,Izak,Boughtflower,iboughtflower5n@tinyurl.com,Female,66402.63,2/1/2021,45.75,3070.39,3408243689
205,Dick,Garz,dgarz5o@google.ca,Polygender,287005.29,10/17/2020,102.42,2617.93,4556398827
206,Ezra,Duigan,eduigan5p@soup.io,Bigender,118158.74,3/15/2020,469.03,227.52,8124233802
207,Etty,Ravenscroftt,eravenscroftt5q@nih.gov,Polygender,31369.14,4/18/2020,64.07,44176.69,1861389205
208,Valaree,Kempton,vkempton5r@engadget.com,Bigender,215520.6,5/14/2020,433.51,27222.3,1295895544
209,Ebony,Tocher,etocher5s@ovh.net,Agender,25751.56,3/30/2020,218.9,35815.51,7086483753
210,Eddie,Hardes,ehardes5t@163.com,Female,232420.51,5/8/2020,173.85,25457.36,2220900932
211,Parnell,Gymlett,pgymlett5u@scientificamerican.com,Genderqueer,245648.82,3/30/2020,255.71,9397.9,5976664377
212,Garik,Mowling,gmowling5v@altervista.org,Genderfluid,15921.46,12/1/2020,250.25,46913.02,8398325224
213,Emmit,Fredi,efredi5w@unblog.fr,Bigender,67006.19,11/17/2020,224.27,43474.79,9312746480
214,Alfonso,Eayrs,aeayrs5x@woothemes.com,Agender,349411.68,6/14/2020,10.82,31820.62,7889880774
215,Archibaldo,Wallen,awallen5y@oakley.com,Genderqueer,177289.14,7/31/2020,265.56,29725.48,7464887522
216,Janaye,Sorel,jsorel5z@independent.co.uk,Male,465059.22,8/17/2020,101.45,30974.48,3928029126
217,Carolee,Iorizzo,ciorizzo60@bigcartel.com,Male,26517.3,8/24/2020,298.81,11322.23,5609739578
218,Selie,Lyal,slyal61@cargocollective.com,Female,213381.01,1/7/2021,73.29,35758.29,3732727920
219,Aurora,Pithcock,apithcock62@icq.com,Female,287455.12,4/15/2020,28.52,15605.75,4684232778
220,Allard,Sympson,asympson63@tmall.com,Female,18475.02,4/21/2020,184.9,11540.27,0374371709
221,Clerkclaude,Cornbell,ccornbell64@independent.co.uk,Male,327099.39,1/14/2021,72.69,42894.86,0365415553
222,Alysa,Goodson,agoodson65@reuters.com,Agender,473929.45,11/21/2020,54.98,48878.21,1050174755
223,Gretal,Uglow,guglow66@wsj.com,Polygender,248243.99,1/3/2021,425.98,6621.87,3120353531
224,Yardley,Clementson,yclementson67@theglobeandmail.com,Genderqueer,339505.42,10/25/2020,122.85,20797.91,9361346288
225,Hastie,Greenwood,hgreenwood68@xinhuanet.com,Genderfluid,452978.47,8/22/2020,160.38,6469.18,3384533690
226,Kelley,Halifax,khalifax69@uol.com.br,Genderqueer,118744.29,1/2/2021,315.91,41570.57,3299212397
227,Winfield,Odney,wodney6a@yale.edu,Genderfluid,43671.61,12/21/2020,251.12,19395.32,8392084292
228,Justine,Puxley,jpuxley6b@economist.com,Bigender,77665.35,1/15/2021,184.28,43444.89,2953814833
229,Inglis,Liley,ililey6c@sun.com,Genderqueer,300681.0,1/9/2021,329.77,32158.58,4128473871
230,Kingston,Mazin,kmazin6d@who.int,Non-binary,134528.13,8/15/2020,187.5,15315.16,7252206246
231,Franchot,Iacovaccio,fiacovaccio6e@joomla.org,Non-binary,262113.51,10/10/2020,49.36,10312.12,2215798688
232,Werner,Christoffe,wchristoffe6f@epa.gov,Male,455792.2,3/13/2020,352.84,1549.22,7251384094
233,Lombard,Imason,limason6g@mapquest.com,Non-binary,430582.76,1/3/2021,141.66,20744.25,1277695008
234,Kirsteni,O'Regan,koregan6h@howstuffworks.com,Polygender,193542.32,9/14/2020,19.4,16209.03,8507686672
235,Gerri,Huey,ghuey6i@unblog.fr,Genderfluid,368706.0,1/7/2021,378.46,16755.17,8916153123
236,Sofie,Upstone,supstone6j@stanford.edu,Female,19456.28,3/28/2020,469.71,13979.95,1975555082
237,Gale,Attride,gattride6k@51.la,Agender,422288.77,1/27/2021,11.71,13482.52,2684479119
238,Gilly,Emeline,gemeline6l@live.com,Female,223306.29,9/3/2020,179.11,40246.47,4134202647
239,Meris,Vanini,mvanini6m@jigsy.com,Bigender,40821.81,1/8/2021,134.45,22319.34,1567510515
240,Donavon,Sapshed,dsapshed6n@fda.gov,Agender,7450.73,4/6/2020,118.88,45954.22,7373202063
241,Ethelda,Revie,erevie6o@wsj.com,Agender,45851.56,10/23/2020,215.17,8018.79,2654826880
242,Eran,Pinnigar,epinnigar6p@uiuc.edu,Agender,123229.98,10/29/2020,412.14,34708.44,1846869447
243,Breanne,Knellen,bknellen6q@discovery.com,Agender,272681.3,4/11/2020,59.88,23860.18,9089747311
